Name,CAS,Product Name,Tel,Email,Website_URL,Source_URL,Stock_Weight,Price,Last_Updated,Verified_On,Remarks
"Shanghai Acmec Biochemical Technology Co., Ltd.","[' 451-40-1', ' 611-19-8', ' 62-53-3', ' 56553-60-7', ' 864445-37-4', ' 110-62-3', ' 100-46-9', ' 78-67-1', ' 98-86-2', ' 104-53-0', ' 100-52-7', ' 705-60-2', ' 98-85-1', ' 140-88-5', ' 5337-93-9', ' 122-78-1', ' 123-39-7', ' 622-24-2', ' 122-11-2', ' 110-63-4', ' 718-08-1', ' 10342-83-3', ' 93-92-5', ' 591-31-1', ' 495-40-9', ' 103-63-9', ' 1445-73-4', ' 3612-20-2', ' 598-21-0', ' 1009-14-9', ' 123-62-6']","[' 1-Phenyl-2-nitropropene', ' (2-Bromoethyl)benzene', ' N-Methylformamide', ' 4-Methylpropiophenone', ' Propionic anhydride', ' Aniline', ' 1-Phenylethyl acetate', ' N-Benzyl-4-piperidone', ' Phenylacetaldehyde', ' Sulfadimethoxine', ' Phenethyl Chloride', ' JWH 167', ' Benzylamine', ' STAB', ' 2-Chlorobenzyl chloride', ' Benzaldehyde', ' 2-Phenylacetophenone', ' 3-Methoxybenzaldehyde', ' DL-1-Phenylethyl alcohol', ' 3-OXO-4-PHENYL-BUTYRIC ACID ETHYL ESTER', "" 4'-Bromopropiophenone"", ' Acetophenone', "" 2,2'-Azobis(2-methylpropionitrile)"", ' Bromoacetyl bromide', ' Butyrophenone', ' Valerophenone', ' 1-Methyl-4-piperidone', ' Ethyl acrylate', ' Butane-1,4-diol', ' Pentanal', ' 3-Phenylpropionaldehyde']","['   010-87393986', '+8615986615575   ', '+undefined    21-51877795', '+86+8613650506873    023-+86-023-61398051', '+undefined18621343501   ', '+86+8618959220845    592-+86-592-6051114', '+86+86-13806087780   ', '+8619930503252   ', '+8617531190177   ', '+86    852-30606658', '   021-38015121', '+86+8618364991597    0543-+86-0543-2240078']","[' sale@simagchem.com', ' product@acmec-e.com', ' myzhao793@163.com', ' info@codchem.com', ' jingzewang@jzwchem.com', ' daisy@crovellbio.com', ' sales@chemdad.com', ' peter@yan-xi.com', ' market18@leapchem.com', ' sales@amoychem.com', ' ivan@atkchemical.com', ' chenjw@absin.cn']",['http://www.acmec.com.cn/'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=104-53-0&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=495-40-9&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-85-1&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-62-3&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1009-14-9&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-62-6&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=103-63-9&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=718-08-1&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-11-2&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=78-67-1&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=705-60-2&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=93-92-5&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=5337-93-9&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=864445-37-4&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-21-0&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=10342-83-3&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1445-73-4&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=622-24-2&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-78-1&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=591-31-1&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-39-7&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=13#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=451-40-1&a=China&left=True&page=2#J_Condition']",[nan],[nan],[nan],"[nan, '2024-01-10']","[nan, 'Purity: 97% | Package: 25g, 1kg, 100g, 500g', 'Purity: 99% | Package: 2.5kg, 500g, 25g, 100g', 'Purity: 97% | Package: 25g, 500g, 100g', 'Purity: 99% | Package: 100ml, 1L, 500ml, 250ml', 'Purity: 98% | Package: 500g, 100g, 25g', 'Purity: 0.99|Package: 1kg;50.00;USD', 'Purity: 99%,含20ppm MEHQ稳定剂 | Package: 500ml, 2.5L, 100ml, 10L', 'Purity: 98% | Package: 25g, 100g, 250g, 500g, 1kg', 'Purity: 0.99 | Package: 1000KG;100KG;5KG;1KG', 'Purity: AR,99.5% | Package: 500ml, 2.50L, 5L', 'Package: 1g; 5g; 25g; 1kg; 5kg; 25kg', 'Purity: 98% | Package: 5g, 25g, 10g, 500g, 100g', 'Purity: 95% | Package: 25g, 500g, 100g, 5g', 'Purity: 98% | Package: 5kg, 25g, 1kg, 500g, 100g', 'Purity: 98% | Package: 1g, 5g, 250mg', 'Purity: 98% | Package: 500ml, 100ml', 'Purity: 98% HPLC | Package: 5G,10G,25G,50G,100G,250G,1KG', 'Purity: 97% | Package: 500g, 100g', 'Purity: 99% | Package: 500ml', 'Purity: 0.98 | Package: 1kg，2kg，5kg，10kg，25kg', 'Purity: 99% | Package: 500g', 'Purity: 99% | Package: 200kg;25kg', 'Purity: 98% | Package: 25ml, 100ml, 500ml', 'Purity: 0.99 | Package: 1kg,5kg,25kgs,200kgs;bulk', 'Purity: 99% | Package: 1KG;5USD|10KG;3USD|50KG;2USD', 'Purity: 98% | Package: 10g, 5kg, 500g, 25g, 1kg, 100g', 'Purity: 98% | Package: 100g, 5g, 500g, 10g, 1kg, 25g', 'Purity: 99% | Package: 1L, 500ml', 'Purity: 98% | Package: 2.5kg, 1kg, 500g, 100g']"
"Shanghai Aladdin Biochemical Technology Co.,Ltd.","[' 705-60-2', ' 718-08-1', ' 3612-20-2', ' 131543-23-2', ' 7361-61-7', ' 93-92-5']","[' WIN 55,212-2 MESYLATE', ' Ethyl 3-oxo-4-phenylbutanoate', ' (2-Nitroprop-1-en-1-yl)benzene', ' Xylazine', ' Styralyl acetate', ' N-Benzyl-4-piperidone']","['+86    400-6206333', '+8613480856786    0755-89218110', '15882256948    028-85157043', '   86-755-85269922', '+8615221909166    400-1647117', '+8613129948835   ']","[' sales@shengdapharm.com', ' product02@bidepharm.com', ' 2880189130@qq.com', ' market@aladdin-e.com', ' 676046971@qq.com', ' 2756772312@qq.com']","[nan, 'http://www.aladdin-e.com/']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=131543-23-2&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=10#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=93-92-5&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=718-08-1&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=705-60-2&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=7361-61-7&a=China&left=True&page=5#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 95+% | Package: 980RMB/100g', 'Purity: 95%', 'Purity: 98%', 'Purity: 99% HPLC | Package: 10mg 100mg']"
"Shanghai Amsheng Chemical Co., Ltd",[' 100-46-9'],[' Benzylamine'],['   021-62673642'],[' eldon@amsheng.com'],['http://www.amsheng.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=5#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Shanghai Aoguang Biotechnology Co., Ltd",[' 598-21-0'],[' Bromoacetyl bromide'],['+8615805159504   '],[' 1204996172@qq.com'],['http://'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-21-0&a=China&left=True&page=5#J_Condition'],[nan],[nan],[nan],[nan],"['Purity: 99% | Package: 1KG;5KG;25KG,200KG']"
"Shanghai Apple Flavor & Fragrance Co., Ltd",[' 140-88-5'],[' Ethyl acrylate'],['   021-59940388'],[' flavor.apple@cnaff.com'],['http://www.cnaff.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=4#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Shanghai Arbor Chemical Co., Ltd.",[' 3612-20-2'],[' N-Benzyl-4-piperidone'],['+86-18017016373    021-+86-021-58380978'],[' info@systeambc.com'],['https://www.arborpharmchem.com/zh-hans/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=7#J_Condition'],[nan],[nan],[nan],[nan],['Purity: 98% HPLC | Package: 500g;1000g']
"Shanghai Baorui Chemical Co., Ltd","[' 110-63-4', ' 140-88-5', ' 96-33-3', ' 62-53-3']","[' 1,4-Butanediol', ' Aniline', ' Ethyl acrylate', ' Methyl acrylate']","['   021-62148466,021-62148433']",[' sales@brchem.com'],['http://www.shbrchem.com/'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=96-33-3&a=China&left=True&page=3#J_Condition']",[nan],[nan],[nan],[nan],[nan]
"Shanghai Baoyu International Trade Co., Ltd",[' 110-63-4'],"[' 1,4-Butanediol']",[nan],[' jby@chinabychem.com'],['http://www.chinabychem.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=7#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Shanghai Beiwanta Biotechnology Co., Ltd.","[' 140-88-5', ' 79-09-4', ' 122-78-1', ' 96-33-3']","[' Propionic Acid', ' Phenylacetaldehyde', ' Ethyl acrylate', ' Methyl acrylate']","['15391560861   ', '+8619901745723    021-67187366']","[' m15327105076_1@163.com', ' info@bwtlab.com']","[nan, 'http://www.bwtlab.com/']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-78-1&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=96-33-3&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=8#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=8#J_Condition']",[nan],[nan],[nan],[nan],"['Purity: 99% | Package: 1mg;5mg;10mg;50mg', 'Purity: 99% | Package: 1kg/50;25kg/30;100kg/20']"
"Shanghai Benrui Biotechnology Co., Ltd.","[' 67198-13-4', ' 1445752-09-9']","[' Top supplier U58800 U-50488 CAS NO.67198-13-4', ' AB-PINACA']","['+8615175982296    +86-15175982296', '18019263206    021-58116080']","[' shxiyuanbio@163.com', ' Mike@whby-chem.com']",['http://www.benrochem.com.cn/'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=67198-13-4&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1445752-09-9&a=China&left=True&page=1#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 99.9% | Package: 100G;1USD']"
"Shanghai Boer Chemical Reagent Co., LTD","[' 451-40-1', ' 79-03-8', ' 79-09-4', ' 611-19-8', ' 62-53-3', ' 56553-60-7', ' 110-62-3', ' 100-46-9', ' 78-67-1', ' 98-86-2', ' 104-53-0', ' 100-52-7', ' 98-85-1', ' 5337-93-9', ' 122-78-1', ' 622-24-2', ' 96-33-3', ' 122-11-2', ' 110-63-4', ' 60-12-8', ' 10342-83-3', ' 591-31-1', ' 103-63-9', ' 3612-20-2', ' 598-21-0', ' 123-62-6']","[' (2-Bromoethyl)benzene', ' Propionic anhydride', ' Aniline', ' Phenethyl alcohol', ' Valeraldehyde', ' (2-Chloroethyl)benzene', ' Phenylacetaldehyde', ' Propionyl chloride', ' Sulfadimethoxine', ' Benzylamine', ' STAB', ' 2-Chlorobenzyl chloride', ' 4′-Bromopropiophenone', ' Benzaldehyde', ' 2-Phenylacetophenone', ' irinotecan', "" 4'-Methylpropiophenone"", ' 3-Methoxybenzaldehyde', ' DL-1-Phenylethyl alcohol', ' Propionic acid', ' 1,4-Butanediol (BDO)', ' Methyl acrylate (MA)', ' Acetophenone', "" 2,2'-Azobis(2-methylpropionitrile)"", ' Bromoacetyl bromide', ' 3-Phenylpropionaldehyde']","['+8613003551299    0513-85666561', '+8619102157732   ', '+8618028802057   ', '+864008210725    400-400-8210725', '+8615337111468   ', '   86-13482627603', '+8618917919676    021-54306202']","[' zhangmin@boerchina.net', ' lucysun@gradebiochem.com', ' scinova_sales@163.com', ' 2369399482@qq.com', ' info@hanhongsci.com', ' malulu@leyan.com', ' 3564510578@qq.com']","['http://www.boerzg.com/', nan]","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=103-63-9&a=China&left=True&page=12#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=104-53-0&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=10#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=10342-83-3&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=14#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=10#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=5337-93-9&a=China&left=True&page=9#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-03-8&a=China&left=True&page=8#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-78-1&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=591-31-1&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=15#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=8#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=13#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-11-2&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=96-33-3&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-85-1&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=451-40-1&a=China&left=True&page=9#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-21-0&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-62-6&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-62-3&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=78-67-1&a=China&left=True&page=10#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=11#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=622-24-2&a=China&left=True&page=6#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 99% | Package: 200kg;25kg;5KG;1KG;500g', 'Purity: 99%，重结晶 | Package: 1g,5g,25g,100g,500g,2.5kg | CustNote: 1.11 g/cm3', 'Purity: standard for GC,≥99.5%(GC) | Package: 5ml | CustNote: 0.993 g/mL at 25 °C(lit.)', 'Purity: 98% | Package: 25g,100g,500g', 'Purity: 97% | Package: 25g,100g,500g,2.5kg', 'Purity: AR,99.00% | Package: 250ml,500ml,1L,5L,10L', 'Purity: 97% | Package: 5g,25g,100g,500g,2.5kg', 'Purity: 0.989mg/ml,基体：甲醇 | Package: 2ml | CustNote: 1.022 g/mL at 25°C(lit.)', 'Purity: 98% | Package: 5g,25g,100g,500g', 'Purity: 98% | Package: 1g,5g,25g,100g', 'Purity: Standard for GC,99.5%(GC) | Package: 5ml | CustNote: 1.044 g/cm3 at 20°C(lit.)', 'Purity: 98% | Package: 25ml,100ml,500ml,2.5L', 'Purity: 98% | Package: 25ml,100ml,500ml,2.5L,10L', 'Purity: 99% | Package: 25g,100g,500g,2.5kg', 'Purity: Standard for GC,≥99% | Package: 5ml | CustNote: 1.017 g/mL at 25°C(lit.)', 'Purity: 99% | Package: 200kg;25kg;5kg', 'Purity: 99% | Package: 5KG;1KG', 'Purity: 98% | Package: 100g,500g,1kg,2.5kg | CustNote: 1.015 g/mL at 25 °C(lit.)', 'Purity: 98% | Package: 5g,25g,100g,250g,1kg', 'Purity: 95% | Package: 5g,25g,100g,500g', 'Purity: >99.0%(GC),含10 - 20 ppm MEHQ 稳定剂 | Package: 500ml,2.5L,10L | CustNote: 0.956 g/mL at 25 °C(lit.)', 'Purity: 98% HPLC | Package: 50mg，100mg，500mg，1g等', 'Purity: 95% | Package: 25g', 'Purity: 98% | Package: 25ml,100ml,500ml,1L,5L', 'Purity: GR,≥99.0% (GC) | Package: 500ml,2.5L,10L | CustNote: 1.03 g/mL at 25 °C(lit.)']"
"Shanghai Bojing Chemical Co.,Ltd.","[' 100-52-7', ' 1009-14-9', ' 5337-93-9']","[' Valerophenone', "" 4'-Methylpropiophenone"", ' Benzaldehyde']","['+8618560316533    86185603165', '+8617621705551   ', '+8613795318958    86-02137122233']","[' asdf@shanghaihg.cn', ' Ethan@dornechem.com', ' bj1@bj-chem.com']",['http://www.bj-chem.com/'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=5337-93-9&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1009-14-9&a=China&left=True&page=1#J_Condition']","[nan, '10g']","[nan, '1000.00']","[nan, 'Jun29,2023']","[nan, '2022-06-09']","['Purity: 99|Package: 1KG;10USD', 'Purity: 99%|Package: 1kg;1.00;USD|1kg;1.00;USD', 'Purity: 99% | Package: 1kg;25kg;200kg Plastic drum | CustNote: Colorless liquid']"
"Shanghai Boyi Biotechnology Co., Ltd.","[' 96744-75-1', ' 1185282-01-2']","[' AB-FUBINACA', ' (+)-(5Α,7Α,8Β)-N-METHYL-N-[7-(1-PYRROLIDINYL)-1-,OXASPIRO[4.5]DEC-8-YL]-BENZENEACETAMIDE']","['+86+8618523575427   ', '+undefined    21-51877795']","[' ivan@atkchemical.com', ' sales@conier.com']","[nan, 'http://www.ebioeasy.com.cn/']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=1185282-01-2&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=96744-75-1&a=China&left=True&page=1#J_Condition']",[nan],[nan],[nan],[nan],"['Purity: 98% | Package: 5MG;10MG;50MG;100MG,1G,5G', 'Purity: 99% | Package: 25kg']"
Shanghai CR Corporation Limited,"[' 100-46-9', ' 98-86-2', ' 103-63-9', ' 622-24-2', ' 79-03-8', ' 3612-20-2', ' 60-12-8']","[' (2-Bromoethyl)benzene', ' Benzylamine', ' (2-Chloroethyl)benzene', ' Acetophenone', ' 1-Benzyl-4-piperidone', ' Propionyl chloride', ' Phenethyl alcohol']","['+86+8615325081899    577-577-64498589', '+8613073028829   ', '+8613328197671   ', '+864006653949   ']","[' fred.wen@crcorporation.cn', ' mack@tongyon.com', ' sales@win-winchemical.com', ' sales@borenchem.cn']",['http://www.crcorporation.cn/'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=622-24-2&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=103-63-9&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-03-8&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=2#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 99% | Package: 1g,10g,100g,500g,1kg,25kg,100kg,500kg', 'Purity: 98% | Package: 1kg,5kg,10kg', 'Purity: 98% | Package: 1KG;5KG;25KG']"
"Shanghai CRM New Material Technology Co., Ltd",[' 28578-16-7'],[' PMK ethyl glycidate'],['18932722228   '],[' riva@shanghaicrm.com'],['https://www.chemicalbook.com/ShowSupplierProductsList258827/0.htm'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=28578-16-7&a=China&left=True&page=4#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Shanghai Caiyou Industrial Co., Ltd.",[' 37161-74-3'],[' methyl beta-phenyl glycidate'],['15721586846   '],[' wencaimat@163.com'],['http://www.caiyoubio.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=37161-74-3&a=China&left=True&page=1#J_Condition'],[nan],[nan],[nan],[nan],"['Purity: 99%,98%,95% | Package: 5KG;1KG,500g,100g,25g,5g,1g']"
"Shanghai Chainpharm Bio-medical Technology Co., Ltd.",[' 79-03-8'],[' Propionyl chloride'],['+8613611721451    021-61727342'],[' chainpharm@163.com'],['http://www.chainpharm.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-03-8&a=China&left=True&page=9#J_Condition'],[nan],[nan],[nan],[nan],['Purity: 99%min | Package: 1T/;2T/;200T/']
Shanghai Changyu Medical Technology Co. Ltd.,[' 96744-75-1'],[' U-69593'],['400-002-6926    400-002-6926'],[' 912529879@qq.com'],['https://www.chemicalbook.com/ShowSupplierProductsList30836/0_EN.htm'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=96744-75-1&a=China&left=True&page=2#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Shanghai Chaoyan Biotechnology Co., Ltd.","[' 1801552-01-1', ' 83002-04-4', ' 103610-04-4', ' 67579-73-1', ' 37161-74-3', ' 1345970-42-4']","[' (-)-CP 55940', ' RCS-8', ' SDB-005', ' Methyl 3-phenyloxirane-2-carboxylate', ' N-desmethyl U-47700', ' JWH 200']","['   021-58116080', '   021-50840550', '+8618818260767   ', '+8618925113981    189-25112307', '13760856740    020-36048871']","[' 471161314@qq.com', ' 3809205144@qq.com', ' shxiyuanbio@163.com', ' sales@chemegen.com', ' chenxue_gz@163.com']","['http://www.51chaotyan.com/', 'http://www.51chaoyan.com/']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=83002-04-4&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=103610-04-4&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=67579-73-1&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1345970-42-4&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=37161-74-3&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1801552-01-1&a=China&left=True&page=1#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 95% | Package: 10g', 'Purity: 98% | Package: 10 mg;50 mg;100 mg;500 mg;1 g;5 g;10 g']"
"Shanghai Charoma Perfumery & Bio-Chem Co., Ltd",[' 93-92-5'],[' Styralyl acetate'],"['   021-33735686, 52510638']",[' sales@charoma.com'],['http://www.charoma.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=93-92-5&a=China&left=True&page=4#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Shanghai Chemilab Biotechnology CO.,Ltd",[' 1942-31-0'],[' 1-(4-(phenylethynyl)phenyl)ethan-1-one'],['+8618116465878   '],[' kmlb@kaimilaibo.com'],['http://www.kaimilaibo.com/cn/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=1942-31-0&a=China&left=True&page=1#J_Condition'],[nan],[nan],[nan],[nan],['Purity: 96% | Package: 100mg/RMB 131;1g/RMB 463;25g/RMB 2662']
